family_name,book_page_no,pdf_page_no,region_index,status,crop_path,paragraph_text,raw_json_path,error
Lieben Haloform Reaction,265,317,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\265_Lieben_Haloform_Reaction_r1.png,"The blossoms of many flowers contain methyl jasmonates that are frequently used as ingredients in perfumes. It is noteworthy that the methyl epi-isomers have greater biological activity, and they play a role in inducing gene expression, mediate plant defense mechanisms, and signal transmission. The total synthesis of (±)-methyl epijasmonate was undertaken by H.C. Hailes and co-workers, who used a highly regioselective Diels-Alder reaction to install the required 2,3-cis stereochemistry.18 After the ozonolysis of the cyclohexene double bond, the resulting methyl ketone moiety had to be transformed to a methyl ester, which was accomplished by using the Lieben haloform reaction. The aqueous solution of sodium hypobromite (prepared by adding Br2 to sodium hydroxide) was slowly added to the solution of substrate in dioxane. The resulting carboxylate salt was converted to the methyl ester using Fischer esterification conditions under which the silyl protecting group was also removed. A final Dess-Martin oxidation furnished the natural product.",,
Lieben Haloform Reaction,265,317,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\265_Lieben_Haloform_Reaction_r2.png,"A novel synthetic route for the preparation of unsymmetrically substituted benzophenones was developed in the laboratory of C.-M. Andersson utilizing an iron-mediated aromatic substitution as one of the key steps.19 The power of this method was demonstrated by the formal synthesis of the benzophenone moiety of the protein kinase C inhibitor balanol. In the late stages of the synthesis, it became necessary to convert the aromatic methyl ketone functionality of the highly substituted benzophenone substrate to the corresponding carboxylic acid. Bromine was added to sodium hydroxide solution, and the resulting sodium hypobromite solution was slowly added to the substrate at low temperature. Upon acidification the desired carboxylic acid was obtained in fair yield.",,
Lieben Haloform Reaction,265,317,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\265_Lieben_Haloform_Reaction_r3.png,"The biomimetic total synthesis of (±)-20-epiervatamine was accomplished by J. Bosch et al.20 The authors used the addition of 2-acetylindole enolate to a 3-acylpyridinium salt as akey step to connect the two main fragments. The in situ formed 1,4-dihydropyridine was trapped with trichloroacetic anhydride to afford the corresponding trichloroacetyl- substituted 1,4-dihydropyridine derivative. The conversion of the trichloroacetyl group to a methyl ester was achieved by treatment with sodium methoxide. This transformation can be regarded as the second step of the haloform reaction.",,
Lieben Haloform Reaction,265,317,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\265_Lieben_Haloform_Reaction_r4.png,"During the total synthesis of (±)-anthoplalone by K. Fukumoto et al. one of the intermediates was a cyclopropyl methyl ketone, and the synthetic sequence required the conversion of this functionality to the corresponding cyclopropane carboxylic acid methyl ester.21 This transformation was accomplished via the haloform reaction using bleach in methanol. The methyl ester and some carboxylic acid was obtained after this step, so the product mixture was treated with diazomethane to convert the acid side product to the methyl ester.",,
Lossen Rearrangement,267,319,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\267_Lossen_Rearrangement_r1.png,"An improved synthesis of ONO-6818, a new nonpeptidic inhibitor of human neutrophil elastase, was developed by K. Ohmoto and co-workers.24 The main difference between this new synthesis and the previous ones is that a dangerous (explosive) Curtius rearrangement of an acyl azide was replaced with a safer Lossen rearrangement. The required hydroxamic acid was prepared from a carboxylic acid by first converting it to the mixed anhydride with isobutyl chloroformate followed by the addition of hydroxylamine. The hydroxamic acid then was acetylated using acetic anhydride and the resulting O-acetyl hydroxamate was exposed to DBU in the presence of water. The intermediate isocyanate reacted with water to give the corresponding amine and CO2.",,
Lossen Rearrangement,267,319,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\267_Lossen_Rearrangement_r2.png,"5,6-Disubstituted benz[cd]indoles have been shown to be effective inhibitors of the enzyme thymidylate synthase. The improved large scale synthesis of 5-methylbenz[cd]indol-2(1H)-one was accomplished by G. Marzoni et al.25 The Lossen rearrangement was the key step to set up the ring system of the target compound. The cyclic hydroxamic acid (N-hydroxynaphthalimide) was deprotonated and used in a nucleophilic aromatic substitution with 2,4- dinitrochlorobenzene to afford N-(2,4-dinitrophenoxy)naphthalimide. The rearrangement took place under basic conditions with complete regioselectivity so that the amine was formed on the more electron rich aromatic ring. The cyclization of the resulting γ-amino acid to the amide was achieved by adjusting the pH to 3 with concentrated sulfuric acid.",,
Lossen Rearrangement,267,319,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\267_Lossen_Rearrangement_r3.png,Pectins are important in cell wall assembly and detailed information of their structure will help to elucidate the relationship between the structures and physical properties. One possible approach is the chemical degradation of pectins. The specific degradation of the methyl esterified galacturonic acid residues of pectin to the corresponding oligogalacturonic acids bearing an arabitol residue was carried out in the laboratory of P.W. Needs.26 The esters were first converted to the hydroxamic acids then reacted with EDC to give isoureas that upon the Lossen rearrangement and hydrolysis afforded 5-aminoarabinopyranose derivatives.,,
Luche Reduction,269,321,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\269_Luche_Reduction_r1.png,"The total synthesis of several amaryllidaceae alkaloids including that of narciclasine was accomplished in the laboratory of T. Hudlicky.21 The C2 stereochemistry was established by a two-step sequence: Luche reduction of the α,β-unsaturated cyclic ketone followed by a Mitsunobu reaction. The ketone was first mixed with over one equivalent of CeCl3 in methanol and then the resulting solution was cooled to 0 °C, and the sodium borohydride was added. In 30 minutes the reaction was done, and the excess NaBH4 was quenched with AcOH. The delivery of the hydride occurred from the less hindered face of the ketone and the allylic alcohol was obtained as a single diastereomer.",,
Luche Reduction,269,321,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\269_Luche_Reduction_r2.png,"During the final stages of the total synthesis of (–)-subergorgic acid by L.A. Paquette and co-workers, the transposition of a tricyclic enone was needed.22 The enone was exposed to the Luche conditions and an 85:15 mixture of diastereomers was obtained. In order to achieve this level of diastereoselectivity, the reaction temperature had to be lowered to -50 °C instead of the usual 0 °C. The major product was formed via the exo attack of the carbonyl group by the hydride. The allylic alcohol was later converted to the corresponding sulfoxide followed by a Mislow-Evans rearrangement to the isomeric allylic alcohol.",,
Luche Reduction,269,321,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\269_Luche_Reduction_r3.png,A general synthetic route to several polyhydroxylated agarofurans was developed by J.D. White and co-workers and the total synthesis of (±)-euonyminol was achieved.23 The key intermediate was prepared via a Diels-Alder reaction between a diene and a substituted benzoquinone. The resulting bicyclic homoannular diene was reduced under the Luche conditions with excellent regio- and stereoselectivity at C6. The substrate was mainly in the boat conformation and the β-face of the ketone was more exposed to hydride attack. The C6 ketone was also more sterically accessible and more basic than the C9 ketone functionality.,,
Luche Reduction,269,321,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\269_Luche_Reduction_r4.png,"The deoxygenation of the C6 position of an advanced intermediate was accomplished in a two-step procedure by Y. Kishi et al. in their synthesis of (±)-batrachotoxinin A.24 The Luche reduction was followed by the formation of the C6 pyridylthioether, which was desulfurized using Raney nickel.",,
Madelung Indole Synthesis,271,323,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\271_Madelung_Indole_Synthesis_r1.png,"In the laboratory of A.B. Smith, the total synthesis of (–)-penitrem D, one of the most architecturally complex indole alkaloids, was accomplished.21 The Smith-modified Madelung indole synthesis was utilized for the coupling of the two main fragments to form the desired 2-substituted indole ring. The o-toluidine derivative was first N-silylated and then treated with 2.1 equivalents of sec-BuLi. In the same pot, the addition of the lactone furnished an initial coupled product. In order to facilitate the final heteroatom Peterson olefination, exposure to silica gel was necessary and the indole was formed in high yield. It is worth noting that the use of large excess of the lithiated o-toluidine fragment was necessary to achieve the full conversion of the lactone.",,
Madelung Indole Synthesis,271,323,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\271_Madelung_Indole_Synthesis_r2.png,"The synthesis of a novel indacene (2,6-diphenyl-1,5-diaza-1,5-dihydro-s-indacene) was completed by H.J. Geise and co-workers.22 This compound had a great potential to be used as an organic light-emitting diode based on its optical and electroluminescent properties. The authors chose the conditions of the original high-temperature Madelung indole synthesis. First, 2,5-dimethyl-4-amino aniline was benzoylated then mixed with a large excess of potassium- tert-butoxide and heated to high temperatures in a preheated oven.",,
Madelung Indole Synthesis,271,323,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\271_Madelung_Indole_Synthesis_r3.png,"The solid-phase version of the Madelung indole synthesis was developed by D.A. Wacker et al. for the preparation of 2,3-disubstituted indoles.20 The ortho-substituted aniline substrate was first attached to the Bal resin using reductive amination. The resin-bound aniline was then acylated and the cyclization was brought about with a variety of bases to afford high yields of the disubstituted indoles. The products were quantitatively removed from the resin with TFA:Et3SiH (95:5).",,
Madelung Indole Synthesis,271,323,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\271_Madelung_Indole_Synthesis_r4.png,"A practical synthetic route to the spiro analogues of triketinins was devised by V. Kouznetsov and co-workers utilizing the Madelung indole synthesis in the final step.23 The starting N-acetylated spiroquinolines were rearranged to 4-N- acetylaminoindanes, which were finally converted to the desired indoles.",,
